Breed,Weight_kg,Age_years,RBC,Hb,WBC,Platelets,Glucose,Creatinine,ALT,MCV,MCH,MCHC,MedicalHistory,Vd,ke,CL,fi,D_eff,Xylazine_Dose_mg_per_kg,Safe_Unsafe
Mixed Breed,15.2415,6.9912,5.917,12.028,9.265,352.6,84.3,1.052,32.1,72.4541,22.0569,27.5682,Skin conditions history,2.02,0.0182,0.0368,0.5263,0.1878,0.57,1
German Shepherd,27.7,8.1,6.385,15.735,4.25,291.1,78.3,1.981,53.3,83.42,25.66,32.17,Previous kidney disease,1.911,0.021,0.0401,0.5265,0.1805,0.515,0
German Shepherd,41.1,14.6,6.231,22.0,5.601,157.9,71.0,1.414,32.5,85.9,26.58,32.49,No previous conditions,2.049,0.0207,0.0424,0.5192,0.2366,0.665,1
Rottweiler,45.0048,14.6698,7.161,15.439,8.54,280.2,62.6,1.317,55.7,80.1644,20.6781,29.7162,Dental issues,1.963,0.0234,0.0459,0.5213,0.2291,0.647,1
Rottweiler,34.8,7.2,5.254,9.092,17.455,145.9,80.4,1.393,60.6,61.4,23.58,28.0,No previous conditions,2.033,0.0224,0.0455,0.5342,0.2239,0.641,1
Beagle,29.119,5.6078,4.446,8.659,5.023,137.8,91.6,0.96,34.0,79.8493,21.7777,31.1629,Skin conditions history,1.996,0.0224,0.0447,0.5287,0.184,0.529,0
Rottweiler,35.7,7.1,6.223,18.835,6.142,201.3,92.2,1.183,52.1,83.66,27.33,31.43,Parasite history,1.905,0.0219,0.0417,0.5232,0.1852,0.518,1
German Shepherd,28.48,6.287,4.788,13.034,6.955,226.2,71.5,1.08,56.9,87.9559,27.7596,30.3739,Not vaccinated,2.096,0.0221,0.0463,0.5216,0.2387,0.714,0
Yorkshire Terrier,11.2,12.2,5.858,13.143,5.519,325.5,119.1,0.953,37.3,83.78,24.79,32.08,Skin conditions history,1.931,0.0197,0.038,0.5303,0.1933,0.588,1
Mixed Breed,22.1,2.7,5.938,16.963,8.987,191.5,96.5,0.992,35.1,100.01,24.47,35.54,No previous conditions,2.029,0.0201,0.0408,0.5255,0.2038,0.605,1
Beagle,23.4,13.2,4.487,12.467,5.268,253.9,79.1,1.208,44.2,87.52,19.26,30.83,Skin conditions history,2.016,0.0211,0.0425,0.5303,0.2376,0.693,1
Labrador Retriever,27.3566,8.0848,6.705,17.105,9.756,192.7,74.7,1.589,42.3,85.4255,26.5787,32.5287,Recent surgery,1.983,0.0237,0.047,0.525,0.2187,0.6,0
Labrador Retriever,34.4499,4.3903,5.639,15.299,10.468,267.4,81.1,1.711,38.6,84.1943,25.8407,32.4753,No previous conditions,2.108,0.0248,0.0523,0.5168,0.1906,0.553,1
Mixed Breed,29.6,11.6,5.983,11.7,9.901,407.8,79.1,1.155,42.8,60.26,26.46,31.32,Dental issues,2.071,0.0192,0.0398,0.5312,0.2064,0.62,0
Poodle,6.0,1.9,5.624,13.828,8.615,276.5,89.0,0.941,72.0,82.28,23.55,30.65,Recent surgery,1.937,0.0198,0.0384,0.5289,0.2161,0.637,1
Mixed Breed,5.0,12.8,5.838,15.061,5.952,266.2,79.3,1.007,41.9,87.45,25.47,30.05,Previous heart condition,2.032,0.0212,0.0431,0.5273,0.1624,0.484,0
Boxer,29.0174,3.5418,5.515,15.988,6.156,300.1,71.0,1.236,30.8,90.084,25.8792,30.583,Allergies,2.075,0.0216,0.0448,0.5204,0.2003,0.62,0
Poodle,3.0,12.3,5.783,13.772,8.585,294.5,94.8,0.915,59.4,85.13,26.09,29.47,No previous conditions,1.957,0.0194,0.038,0.5291,0.2095,0.618,0
Bulldog,18.9317,12.3698,5.82,13.687,9.028,311.1,70.8,0.852,42.9,73.5001,24.3821,29.4923,Previous heart condition,2.204,0.0195,0.043,0.5321,0.1496,0.461,0
Beagle,22.6,4.7,6.49,18.552,11.658,185.3,121.1,0.93,48.6,85.39,23.67,33.93,Parasite history,1.981,0.0222,0.044,0.5241,0.2164,0.623,0
Yorkshire Terrier,10.3,1.0,6.01,16.501,3.0,249.4,93.1,1.141,35.3,85.27,26.5,30.4,Previous heart condition,1.886,0.0208,0.0392,0.5259,0.1789,0.539,0
Mixed Breed,20.9,14.7,5.418,13.323,3.489,113.3,50.0,1.306,41.0,70.23,22.34,29.45,Not vaccinated,2.007,0.022,0.0442,0.5288,0.1813,0.542,0
Beagle,15.1,9.2,5.182,11.725,11.18,216.0,84.5,1.409,43.7,70.35,25.49,28.46,Chronic illness,1.967,0.0209,0.0411,0.5313,0.1783,0.521,0
Beagle,17.094,5.0842,6.043,14.272,4.343,206.9,113.0,1.42,130.0,90.2234,23.0453,29.6694,Chronic illness,1.899,0.0202,0.0384,0.5136,0.1843,0.542,1
Bulldog,19.2041,14.4139,5.175,11.794,8.178,277.5,87.8,1.166,42.4,81.1221,20.3614,34.7004,Not vaccinated,2.216,0.0183,0.0406,0.5429,0.1656,0.551,0
Bulldog,19.3,4.2,7.267,16.236,18.0,411.2,72.5,1.059,38.5,81.91,25.75,30.04,Vaccinated,2.183,0.0214,0.0467,0.5258,0.1877,0.582,1
Poodle,6.0,0.5,4.88,13.579,9.542,368.3,94.2,1.149,130.0,86.0,19.81,30.3,Chronic illness,1.931,0.0203,0.0392,0.5293,0.1623,0.479,0
Yorkshire Terrier,5.5,13.4,5.443,12.739,10.799,344.9,79.1,0.83,51.0,77.7,23.49,32.38,Recent surgery,1.881,0.0205,0.0386,0.53,0.1944,0.591,0
Boxer,21.9,5.5,5.049,11.256,8.358,284.7,77.7,1.05,41.1,73.9,22.22,28.0,Chronic illness,2.048,0.0201,0.0412,0.5317,0.1875,0.572,1
Labrador Retriever,31.0192,1.2958,6.713,15.643,8.991,321.0,127.5,1.158,34.7,84.1606,25.558,28.1195,Skin conditions history,1.939,0.0233,0.0452,0.5326,0.1792,0.527,1
German Shepherd,25.0176,1.6352,3.5,8.344,11.17,297.3,85.9,1.069,50.8,83.2987,23.1777,30.8895,Chronic illness,2.095,0.0222,0.0465,0.5573,0.1987,0.59,0
Bulldog,27.3,10.3,5.951,17.456,7.062,246.4,91.6,1.227,38.2,85.38,25.07,34.28,Parasite history,2.094,0.0217,0.0454,0.5248,0.1461,0.452,1
Beagle,24.5888,4.6434,5.556,9.362,6.821,356.9,92.9,1.061,101.4,74.9884,21.6428,29.0056,Parasite history,2.071,0.0219,0.0454,0.5348,0.226,0.643,0
Beagle,29.1188,14.1484,5.482,11.237,4.952,178.5,106.2,1.406,37.7,74.1352,23.4254,28.8243,Vaccinated,1.89,0.0223,0.0421,0.5296,0.2304,0.692,1
Beagle,15.8,5.2,5.838,13.991,3.267,250.4,89.5,0.735,55.9,88.69,25.0,29.98,Allergies,1.944,0.0208,0.0404,0.5288,0.2232,0.649,1
Labrador Retriever,24.7832,7.2104,3.523,18.622,13.337,253.7,85.3,1.18,31.7,91.269,26.7668,33.7675,Previous heart condition,2.0,0.0249,0.0498,0.5288,0.1987,0.545,0
Bulldog,17.8,7.3,5.401,13.537,3.0,263.2,101.7,1.778,43.1,88.57,23.02,32.74,Previous kidney disease,2.25,0.0195,0.0439,0.5295,0.1437,0.449,0
Bulldog,26.6227,11.4986,4.682,12.472,5.389,286.6,101.9,1.385,44.1,83.4287,20.8798,29.7168,Previous heart condition,2.118,0.0191,0.0405,0.5378,0.1629,0.511,0
Yorkshire Terrier,4.7,14.6,6.014,11.824,16.127,219.8,114.0,1.007,130.0,68.73,24.7,30.35,Not vaccinated,1.869,0.0203,0.0379,0.5317,0.1878,0.573,1
Poodle,5.5,2.5,6.837,14.243,8.753,262.2,79.1,0.881,53.5,84.15,20.07,30.38,Recent surgery,1.959,0.0213,0.0417,0.5283,0.2007,0.591,1
Rottweiler,39.5,11.0,5.489,8.481,16.548,202.6,82.4,1.038,46.8,60.0,27.63,28.0,No previous conditions,2.061,0.0222,0.0458,0.5349,0.1894,0.543,0
Golden Retriever,46.767,2.1181,6.063,11.382,5.595,302.2,90.1,1.422,55.6,77.7226,23.6264,28.6977,Chronic illness,2.119,0.021,0.0445,0.5201,0.2387,0.696,0
Boxer,20.0,4.5,5.475,16.383,3.0,163.3,72.7,1.25,66.8,91.61,20.02,32.72,Recent surgery,1.946,0.0203,0.0395,0.5257,0.1969,0.593,0
Beagle,24.2,8.3,5.331,11.341,5.475,308.1,110.2,1.086,45.8,77.48,23.24,28.37,Parasite history,2.054,0.0201,0.0413,0.5322,0.2022,0.592,0
Bulldog,25.6,0.5,6.264,16.317,6.503,208.2,97.5,1.112,40.4,87.6,24.94,31.33,Recent surgery,2.205,0.0192,0.0423,0.5262,0.1463,0.454,1
Labrador Retriever,32.5,3.0,5.517,14.301,9.384,374.1,97.4,1.875,53.1,83.96,24.79,32.55,Chronic illness,2.124,0.0218,0.0463,0.5285,0.1825,0.516,0
Poodle,6.6318,4.04,5.5,11.458,10.688,447.4,90.6,1.366,34.9,62.6543,24.0974,32.2209,Previous kidney disease,1.949,0.0219,0.0427,0.5412,0.1891,0.548,0
Boxer,28.9,1.0,4.7,12.232,9.136,234.8,84.4,1.159,61.9,86.44,19.29,29.79,No previous conditions,2.013,0.0211,0.0425,0.5307,0.2102,0.64,1
German Shepherd,31.2509,10.8937,7.307,17.578,10.798,219.8,90.0,1.209,39.4,82.0704,19.2204,33.2453,Skin conditions history,2.003,0.022,0.0441,0.535,0.182,0.528,1
Mixed Breed,6.7214,5.0338,6.645,16.15,5.595,278.2,76.3,1.137,62.8,82.32,20.9314,29.2869,Previous kidney disease,2.07,0.019,0.0393,0.5276,0.1562,0.484,0
Poodle,5.8363,9.3943,6.364,16.067,11.708,389.0,122.8,0.729,37.6,86.9199,24.0031,31.2253,Allergies,1.846,0.0211,0.0389,0.5307,0.1903,0.55,1
German Shepherd,35.4,5.2,5.292,10.833,6.851,302.1,90.0,1.47,46.1,76.11,24.91,29.87,Recent surgery,2.021,0.022,0.0445,0.5324,0.209,0.604,1
Mixed Breed,18.9807,11.9221,5.378,15.009,9.638,376.7,56.3,1.223,67.4,87.2263,22.7472,31.7621,Recent surgery,1.995,0.0194,0.0387,0.5034,0.1611,0.465,0
Mixed Breed,17.9,9.4,5.943,16.546,9.781,275.7,75.8,0.864,35.0,91.26,23.09,31.66,Skin conditions history,1.966,0.0186,0.0366,0.5256,0.1607,0.477,1
Boxer,18.8,6.8,6.731,13.071,10.094,283.0,68.2,1.22,45.4,76.36,22.39,28.51,Previous heart condition,2.155,0.0207,0.0446,0.5294,0.1578,0.479,0
Beagle,19.0923,6.4598,5.946,16.434,7.19,230.1,103.7,1.36,105.8,75.3274,27.8072,33.9765,Vaccinated,2.025,0.0226,0.0458,0.5088,0.2228,0.628,1
German Shepherd,38.9,9.1,6.396,17.667,9.423,283.1,82.2,1.367,70.0,85.4,19.16,32.0,Allergies,1.98,0.0223,0.0442,0.5244,0.2319,0.659,1
Poodle,7.6065,14.4609,5.581,10.669,4.978,131.9,89.5,2.112,39.7,68.6836,21.7997,27.888,Previous kidney disease,1.81,0.0202,0.0366,0.5097,0.1663,0.5,0
Poodle,7.0,7.2,6.975,18.242,8.945,237.5,97.0,0.794,46.6,91.31,25.58,30.92,Parasite history,1.885,0.0226,0.0426,0.524,0.193,0.563,1
German Shepherd,44.4,0.9,5.8,14.523,4.894,283.7,78.9,1.406,60.3,83.03,24.57,32.44,Previous heart condition,2.086,0.0209,0.0436,0.5279,0.1841,0.527,1
Labrador Retriever,23.2081,8.6078,6.785,15.091,6.336,239.6,84.5,1.332,30.0,73.3528,26.3098,31.2341,Allergies,2.03,0.0223,0.0453,0.5219,0.2297,0.63,1
Beagle,27.1,5.7,5.318,10.038,17.229,164.2,96.2,1.088,88.4,60.0,20.7,28.0,Dental issues,2.016,0.0203,0.0409,0.5334,0.1812,0.532,0
Rottweiler,43.1,5.8,5.983,11.027,13.625,271.6,97.2,1.836,76.3,77.22,24.62,31.11,Chronic illness,1.98,0.0213,0.0422,0.5323,0.201,0.573,0
Bulldog,25.0724,8.8213,4.491,13.394,6.378,196.3,81.9,1.298,43.5,84.7154,19.4576,30.3853,Parasite history,2.153,0.018,0.0388,0.5116,0.1698,0.56,0
Bulldog,24.0,9.8,5.418,11.216,7.727,303.4,85.1,0.944,86.0,70.86,19.79,29.35,Not vaccinated,2.125,0.02,0.0425,0.5318,0.1764,0.554,1
Beagle,15.2545,12.3215,6.144,16.987,6.825,376.3,103.2,1.139,34.9,85.9185,28.0142,34.9591,Dental issues,1.998,0.0213,0.0426,0.5294,0.1798,0.528,1
Bulldog,17.5458,12.4195,5.544,11.109,5.744,267.4,79.4,0.997,32.8,82.6873,24.8905,29.5593,No previous conditions,2.199,0.0207,0.0455,0.536,0.1657,0.492,0
Rottweiler,25.0,6.5,5.349,13.599,6.587,262.1,93.5,1.309,84.9,83.15,27.31,28.0,Not vaccinated,1.953,0.0222,0.0434,0.5293,0.2344,0.664,1
Yorkshire Terrier,3.0624,0.5073,5.541,14.476,10.002,416.6,69.4,0.966,50.5,83.8894,20.2558,30.2909,Dental issues,1.89,0.0207,0.0391,0.5255,0.191,0.577,0
German Shepherd,42.3919,10.0924,5.941,15.101,6.054,155.5,90.9,1.462,44.9,88.5801,23.0347,31.4239,Previous heart condition,2.027,0.0218,0.0442,0.5201,0.2404,0.688,0
Bulldog,16.2589,2.9109,5.97,13.924,6.291,238.7,106.0,0.752,66.6,81.7699,19.7882,29.8944,Recent surgery,2.19,0.0194,0.0425,0.5259,0.1741,0.553,0
German Shepherd,36.6458,4.9241,6.198,16.108,7.958,344.1,98.7,1.322,55.5,80.6525,27.2707,32.7832,Recent surgery,2.077,0.0237,0.0492,0.5301,0.2348,0.689,0
Rottweiler,29.4595,12.5364,4.291,10.411,8.722,198.3,64.6,0.963,55.2,80.8492,25.8178,32.2175,Dental issues,1.948,0.0227,0.0442,0.5405,0.2193,0.65,1
Bulldog,22.3,12.0,4.409,10.722,9.007,226.8,98.3,1.719,41.3,75.6,24.19,30.96,Previous kidney disease,2.22,0.0183,0.0406,0.5327,0.1582,0.498,0
Rottweiler,34.1144,14.3501,6.736,15.43,6.456,233.2,105.7,1.354,45.2,83.8228,25.6939,28.0422,Allergies,2.094,0.0215,0.045,0.5314,0.2315,0.676,1
Poodle,7.5,9.7,5.757,13.253,7.07,204.0,58.9,0.943,50.9,90.67,27.03,30.72,Allergies,1.906,0.0217,0.0414,0.529,0.1872,0.552,0
Boxer,16.7,8.0,6.067,14.46,9.18,257.8,87.4,1.18,41.5,77.42,23.14,29.6,Allergies,2.078,0.0218,0.0453,0.5282,0.1902,0.576,1
Beagle,22.7,9.9,4.909,12.091,5.614,293.3,54.1,1.492,38.6,85.13,19.85,31.2,Previous heart condition,2.043,0.0215,0.0439,0.5303,0.1858,0.542,0
Labrador Retriever,41.2,10.1,5.23,12.108,12.9,406.5,70.9,1.722,114.4,79.92,22.08,29.84,Chronic illness,2.064,0.0224,0.0462,0.5306,0.2292,0.651,0
Beagle,14.8432,8.5906,6.247,12.243,8.211,262.5,74.2,0.942,48.8,77.0084,21.6585,28.9673,Skin conditions history,2.044,0.0218,0.0446,0.5214,0.2411,0.69,0
Rottweiler,37.2,8.7,6.709,17.754,18.0,426.0,65.4,1.266,46.5,87.02,20.65,28.0,Recent surgery,2.122,0.0224,0.0475,0.524,0.2188,0.613,1
Labrador Retriever,26.0,9.2,5.114,11.063,12.736,312.4,95.8,1.422,52.6,74.11,25.06,32.74,Parasite history,1.933,0.0227,0.0439,0.5322,0.1968,0.561,1
Bulldog,21.3,12.2,6.598,15.984,6.586,195.7,93.2,1.02,58.2,83.22,23.64,29.87,Dental issues,2.193,0.0198,0.0434,0.5265,0.1591,0.494,1
Boxer,23.0148,13.2503,5.502,12.044,6.539,339.0,88.4,1.3,43.1,84.2164,19.1557,30.8254,Recent surgery,1.97,0.0212,0.0418,0.513,0.1912,0.577,1
Poodle,4.3247,7.1577,8.115,17.518,14.24,264.4,118.7,0.929,108.0,78.2827,21.7104,30.3598,Chronic illness,1.928,0.0199,0.0384,0.5393,0.1711,0.502,0
Yorkshire Terrier,7.0,3.2,4.892,12.086,5.221,446.0,103.3,0.81,46.9,75.65,22.42,28.0,Vaccinated,1.947,0.0221,0.043,0.5312,0.1893,0.577,1
Mixed Breed,10.6,10.7,5.845,14.563,7.393,248.3,109.0,1.248,84.4,80.48,20.4,30.09,Chronic illness,1.997,0.0211,0.0421,0.5285,0.1908,0.57,0
German Shepherd,42.2,15.0,5.935,16.042,11.379,359.3,96.2,1.399,33.6,86.87,25.58,30.41,Parasite history,2.025,0.0209,0.0423,0.5265,0.199,0.568,0
Rottweiler,25.1663,2.2128,6.405,16.714,7.781,235.6,79.1,1.321,45.1,81.9187,27.1457,31.6548,Parasite history,2.026,0.021,0.0425,0.5245,0.1813,0.508,0
Boxer,14.9571,0.6061,5.402,12.46,4.805,235.6,93.2,0.922,63.7,78.7908,24.0668,29.9382,Previous heart condition,1.972,0.0189,0.0373,0.5364,0.1843,0.574,0
Beagle,17.0962,1.2968,5.718,13.845,3.897,422.8,79.5,1.294,56.5,82.297,20.4357,32.0145,Dental issues,2.12,0.0238,0.0504,0.5385,0.1744,0.511,0
Boxer,24.6352,13.1049,6.488,12.646,11.088,203.1,114.4,1.394,74.9,70.8541,20.7261,30.0603,Chronic illness,1.934,0.0211,0.0408,0.5461,0.1888,0.563,1
Rottweiler,28.8956,8.5888,5.891,16.015,6.309,295.7,88.4,1.24,39.2,81.8157,27.7404,30.2498,Parasite history,1.931,0.0215,0.0415,0.5277,0.2456,0.705,1
Rottweiler,45.0,5.3,5.766,12.818,7.997,372.6,83.9,1.447,37.5,85.9,24.39,30.38,Recent surgery,1.984,0.0206,0.0409,0.53,0.2126,0.603,0
German Shepherd,29.4,9.2,5.555,13.32,8.974,245.4,76.5,1.316,101.4,84.52,24.26,29.79,Recent surgery,2.033,0.0209,0.0425,0.5293,0.2344,0.673,1
Golden Retriever,23.4,8.5,6.275,15.718,3.891,232.3,111.4,1.013,40.2,87.44,21.48,30.07,Skin conditions history,2.001,0.0236,0.0472,0.5272,0.225,0.643,1
Labrador Retriever,41.2,6.3,5.594,12.499,5.439,351.0,75.1,1.408,34.0,78.07,27.8,28.0,Previous heart condition,1.974,0.0231,0.0456,0.5302,0.1931,0.548,0
Poodle,8.9823,4.8386,4.136,13.375,10.267,212.2,71.1,0.995,43.8,88.0124,24.0479,29.6912,Parasite history,1.916,0.0205,0.0393,0.54,0.1997,0.614,1
Beagle,25.1148,9.7123,3.561,8.0,3.079,260.6,74.8,1.522,29.9,71.1196,27.3226,28.2105,Previous heart condition,2.024,0.0227,0.046,0.5238,0.1925,0.566,0
Bulldog,23.4,4.2,4.907,10.795,12.868,320.8,76.8,2.012,62.3,74.92,27.11,33.14,Previous kidney disease,2.181,0.0178,0.0388,0.5322,0.1775,0.558,0
Golden Retriever,41.935,2.1716,6.96,13.983,3.024,216.5,95.7,1.395,37.5,80.7144,23.5835,28.1881,Parasite history,2.009,0.0205,0.0412,0.5103,0.2176,0.624,0
Poodle,4.8264,9.1763,5.613,13.514,7.243,200.1,86.9,0.934,30.1,81.5474,23.025,29.321,Allergies,1.986,0.0206,0.0409,0.5539,0.2063,0.596,0
Rottweiler,38.7,1.8,5.399,12.656,10.902,205.1,86.9,1.207,51.4,84.17,20.67,31.38,No previous conditions,1.965,0.0223,0.0438,0.5302,0.1987,0.564,1
Beagle,22.4267,6.4897,5.483,15.966,6.335,179.9,91.7,1.205,37.0,88.9051,20.2812,34.9771,Parasite history,1.893,0.0219,0.0415,0.5347,0.2022,0.579,1
Beagle,29.877,8.8924,5.789,11.566,14.261,220.4,92.5,0.993,34.6,84.219,27.3398,30.7342,Parasite history,2.069,0.022,0.0455,0.5156,0.1881,0.552,1
Bulldog,16.9,9.5,7.512,11.622,8.801,288.2,78.0,0.775,59.8,61.46,27.14,28.0,Dental issues,2.156,0.0205,0.0442,0.5312,0.1792,0.562,1
Labrador Retriever,34.4,12.2,3.5,8.0,3.428,251.3,70.2,1.283,45.9,70.96,25.06,29.37,No previous conditions,2.004,0.0209,0.0419,0.5353,0.2391,0.686,0
Golden Retriever,27.6482,9.8624,4.829,11.964,6.053,242.1,117.2,1.248,69.9,81.7768,19.4858,29.4894,Previous heart condition,1.931,0.022,0.0425,0.5455,0.1848,0.528,0
Yorkshire Terrier,6.4049,5.9781,6.46,15.498,7.144,268.8,71.5,0.762,80.6,73.2813,21.4375,31.7801,Dental issues,2.027,0.0208,0.0422,0.5278,0.1986,0.601,1
Poodle,6.1,4.8,4.44,10.85,7.781,293.2,90.9,1.002,65.6,81.83,25.16,30.98,Skin conditions history,1.894,0.0214,0.0405,0.5324,0.1963,0.583,1
Golden Retriever,38.0,12.1,7.475,17.692,8.394,243.0,82.2,1.279,36.2,85.44,22.63,31.15,Allergies,2.078,0.0226,0.047,0.5244,0.2048,0.582,0
Rottweiler,25.0,2.6,6.527,16.919,7.7,331.9,85.3,1.606,70.8,84.35,26.03,31.26,Previous kidney disease,1.929,0.0196,0.0378,0.5253,0.1794,0.504,1
Rottweiler,37.8,8.7,6.379,17.82,7.244,293.4,94.3,1.317,66.1,87.94,25.17,31.61,Recent surgery,1.98,0.0239,0.0473,0.5244,0.188,0.527,1
Beagle,27.0497,12.4468,6.531,12.053,11.057,209.8,97.6,1.004,102.2,64.2344,21.3314,29.926,Recent surgery,1.96,0.0196,0.0384,0.5332,0.194,0.575,1
Boxer,19.3762,9.926,4.573,11.736,5.867,167.9,89.6,0.932,57.8,84.7333,22.8774,28.7608,Dental issues,2.106,0.0207,0.0436,0.538,0.1509,0.46,1
Poodle,5.8,7.2,8.409,15.672,12.887,550.0,93.9,1.097,55.2,70.1,24.5,28.0,Previous heart condition,1.891,0.0218,0.0412,0.5269,0.1717,0.504,0
German Shepherd,25.5,13.5,5.254,14.912,9.136,216.6,92.1,1.17,57.2,90.62,24.84,31.8,Parasite history,1.916,0.0215,0.0412,0.5277,0.1985,0.568,0
Beagle,24.6456,15.7326,4.759,10.066,15.229,215.0,87.5,1.115,41.3,65.9569,26.3286,28.6042,Not vaccinated,1.988,0.0211,0.042,0.5313,0.2358,0.683,0
Yorkshire Terrier,5.2192,11.4421,5.308,12.635,4.653,200.0,82.5,0.612,39.5,82.8802,24.5701,33.2294,Skin conditions history,1.938,0.0214,0.0415,0.5246,0.1599,0.492,1
Yorkshire Terrier,9.6,3.1,5.396,15.438,3.279,158.7,94.8,0.886,31.4,88.94,22.1,33.12,Skin conditions history,1.786,0.0225,0.0402,0.5272,0.1446,0.437,1
Bulldog,24.2359,5.9188,7.122,17.322,13.615,281.2,69.6,1.457,40.1,81.2866,27.111,31.0412,Chronic illness,2.12,0.0192,0.0407,0.531,0.1703,0.522,0
Golden Retriever,33.9,3.8,6.117,12.326,11.152,336.5,73.1,1.166,68.0,76.67,23.88,29.17,Chronic illness,2.014,0.0214,0.0431,0.5303,0.1974,0.568,0
Bulldog,22.4704,13.8339,4.916,12.138,10.366,287.5,88.9,1.2,44.5,80.0742,26.7216,32.2365,Not vaccinated,2.073,0.0223,0.0462,0.5158,0.1692,0.546,1
Poodle,7.2,5.7,6.363,13.462,11.562,259.6,88.5,1.76,52.1,74.71,22.69,31.89,Previous kidney disease,1.988,0.0185,0.0368,0.5293,0.1654,0.488,1
Boxer,26.5611,2.0173,3.614,8.151,11.667,267.1,110.0,1.198,74.3,89.2884,22.7928,27.9713,Parasite history,2.011,0.0215,0.0432,0.528,0.1588,0.482,0
Bulldog,27.8,8.3,4.742,10.544,5.775,174.7,88.0,1.136,99.3,84.44,20.32,31.57,Not vaccinated,2.101,0.0199,0.0418,0.5327,0.1567,0.493,1
Golden Retriever,37.7008,8.7315,5.236,16.169,7.35,266.9,117.6,2.08,46.9,83.2467,25.0415,32.7917,Chronic illness,2.02,0.0195,0.0394,0.5331,0.2438,0.661,0
Mixed Breed,27.9551,1.4918,5.759,15.161,5.648,273.8,91.9,1.044,32.1,87.5666,21.6249,31.2168,Skin conditions history,1.913,0.0215,0.0411,0.5159,0.1856,0.572,1
Labrador Retriever,28.3685,6.7868,6.743,18.277,5.268,226.7,128.4,1.047,58.3,84.3182,25.688,34.5677,Dental issues,2.086,0.0227,0.0473,0.5258,0.2384,0.658,1
Bulldog,20.0,4.3,6.658,16.489,7.515,309.6,60.0,1.303,52.9,81.96,19.78,29.38,Recent surgery,2.11,0.0208,0.0439,0.5253,0.1782,0.552,0
Bulldog,23.9,5.4,4.993,12.299,5.79,317.8,67.8,1.301,54.8,79.89,19.53,32.3,Parasite history,2.179,0.0203,0.0442,0.5303,0.146,0.457,0
German Shepherd,42.4,0.8,5.37,15.273,9.339,190.6,112.3,1.435,39.3,87.44,20.99,32.34,Previous heart condition,2.014,0.0215,0.0433,0.5277,0.238,0.681,0
Beagle,15.2275,8.4969,5.048,8.101,7.832,371.8,117.5,1.334,33.5,73.0678,28.4272,28.6409,Not vaccinated,1.982,0.0222,0.044,0.5475,0.2095,0.642,0
German Shepherd,40.6,10.1,5.881,11.094,5.44,197.9,80.4,2.2,50.4,66.01,24.13,28.59,Previous kidney disease,2.026,0.0206,0.0417,0.5319,0.2002,0.578,0
Boxer,24.2,15.0,5.927,11.647,10.338,196.6,91.1,1.293,31.8,72.2,21.87,31.11,Previous heart condition,2.053,0.0196,0.0402,0.5315,0.1922,0.586,0
German Shepherd,45.0,1.0,5.142,12.638,4.222,253.0,113.4,1.4,48.2,81.94,27.03,30.77,Allergies,1.952,0.0215,0.042,0.5308,0.1826,0.526,0
German Shepherd,27.1,5.9,6.083,14.356,7.695,209.5,88.8,1.113,32.2,89.84,27.53,30.0,Not vaccinated,2.03,0.0231,0.0469,0.5283,0.2108,0.604,1
Yorkshire Terrier,7.1,5.0,5.929,15.991,7.19,220.2,72.6,1.156,57.0,88.98,26.51,31.32,Dental issues,1.84,0.0222,0.0408,0.5261,0.1519,0.458,1
Mixed Breed,34.7,3.9,5.643,14.4,9.391,324.8,81.4,1.325,32.3,83.7,24.06,32.38,Allergies,2.043,0.0212,0.0433,0.5281,0.1498,0.447,1
Golden Retriever,33.1865,2.8992,5.935,11.311,4.092,173.8,81.8,1.294,56.4,70.2121,24.5366,27.7398,No previous conditions,2.083,0.0214,0.0446,0.52,0.223,0.64,1
Labrador Retriever,25.1111,2.5047,4.657,8.783,14.352,333.8,79.2,1.133,40.2,67.6497,19.054,29.1737,Dental issues,2.084,0.0223,0.0465,0.5466,0.2389,0.663,0
Boxer,16.7574,3.6668,5.891,15.394,12.462,300.0,56.3,1.122,51.1,86.606,23.025,34.6601,Previous heart condition,2.132,0.0207,0.0441,0.537,0.1619,0.474,0
Golden Retriever,28.3948,9.7719,4.747,12.649,5.884,247.8,116.7,1.18,66.9,82.5365,20.0965,31.2289,Previous heart condition,2.029,0.0229,0.0465,0.5222,0.1877,0.553,0
Boxer,20.1159,1.3263,4.721,11.519,6.864,301.4,80.0,0.988,79.7,85.7558,20.7112,29.2287,Vaccinated,2.035,0.021,0.0427,0.5318,0.1471,0.46,0
Beagle,22.6317,13.3388,5.468,14.704,9.425,203.7,55.0,1.596,50.9,87.0568,18.7717,34.914,Previous heart condition,2.092,0.0218,0.0456,0.5374,0.1741,0.511,0
German Shepherd,38.8702,7.8855,5.998,15.635,7.225,217.8,88.6,1.313,33.3,75.0479,23.8218,28.7101,Parasite history,1.954,0.0221,0.0432,0.5179,0.2269,0.644,1
Beagle,30.0,3.4,5.327,12.334,14.064,412.3,92.4,1.119,53.9,69.05,26.18,28.85,Skin conditions history,1.945,0.0221,0.043,0.5307,0.222,0.648,0
Poodle,3.9,4.7,4.112,10.51,7.044,550.0,80.3,0.887,32.9,78.86,21.66,29.5,Allergies,1.941,0.0213,0.0413,0.5326,0.1524,0.453,1
